Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,57.250000,59.099998,57.060001,59.080002,38.719036,13296000
2006-01-04,59.080002,59.080002,58.430000,58.910000,38.607632,8838700
2006-01-05,58.680000,58.959999,57.849998,58.189999,38.135757,8634800
2006-01-06,58.950001,59.570000,58.590000,59.250000,38.830456,9609000
2006-01-09,59.490002,59.580002,58.549999,58.950001,38.633831,6442300
2006-01-10,58.759998,59.480000,58.750000,59.240002,38.823910,6969000
2006-01-11,59.220001,60.000000,58.650002,59.840000,39.217117,6451300
2006-01-12,60.000000,60.590000,59.610001,59.889999,39.249897,7535200
2006-01-13,59.889999,60.619999,59.750000,60.360001,39.557903,5867900
2006-01-17,60.900002,61.900002,60.720001,61.860001,40.540958,8751800
2006-01-18,61.980000,62.000000,60.459999,60.900002,39.911804,8984000
2006-01-19,60.400002,61.750000,60.209999,61.599998,40.370564,7877800
2006-01-20,62.000000,62.430000,60.750000,61.119999,40.055984,11189300
2006-01-23,61.090000,62.380001,60.520000,62.209999,40.770332,8962800
2006-01-24,62.049999,62.720001,61.799999,62.049999,40.665489,8400100
2006-01-25,62.299999,62.549999,60.529999,61.259998,40.147728,12446800
2006-01-26,61.500000,61.500000,60.110001,60.220001,39.466156,14414400
2006-01-27,60.099998,60.759998,59.799999,60.380001,39.571003,16687800
2006-01-30,60.849998,60.849998,59.810001,60.750000,39.813492,12625000
2006-01-31,60.410000,60.599998,59.270000,59.380001,38.915657,15266500
2006-02-01,59.380001,59.799999,58.599998,58.700001,38.470001,11121300
2006-02-02,58.709999,59.049999,57.750000,58.509998,38.345486,9142700
2006-02-03,58.119999,58.689999,57.369999,57.500000,37.683556,11274800
2006-02-06,58.000000,59.419998,58.000000,58.840000,38.561745,9908000
2006-02-07,58.540001,58.540001,57.599998,57.740002,37.840843,9927100
2006-02-08,57.740002,58.180000,56.799999,57.889999,37.939152,9877700
2006-02-09,58.119999,58.970001,56.730000,56.900002,37.290344,11167100
2006-02-10,57.320000,57.490002,56.000000,56.610001,37.100288,12130600
2006-02-13,56.630001,57.590000,56.349998,56.619999,37.106838,8094000
2006-02-14,55.849998,56.299999,55.410000,55.720001,36.809574,12426900
2006-02-15,55.849998,56.369999,55.500000,55.959999,36.968113,11940500
2006-02-16,56.099998,56.590000,55.959999,56.299999,37.192719,10606900
2006-02-17,56.779999,57.389999,56.299999,57.169998,37.767448,10893000
2006-02-21,57.990002,58.400002,57.490002,57.900002,38.249706,9605400
2006-02-22,57.900002,57.900002,56.910000,57.240002,37.813709,7623200
2006-02-23,57.099998,57.750000,56.790001,57.139999,37.747631,9232800
2006-02-24,57.560001,57.970001,57.400002,57.650002,38.084541,8450000
2006-02-27,57.650002,57.720001,57.049999,57.099998,37.721207,6204800
2006-02-28,56.689999,56.840000,56.230000,56.480000,37.311623,8858000
2006-03-01,56.720001,57.290001,56.630001,57.240002,37.813709,7391900
2006-03-02,57.240002,57.590000,56.500000,57.009998,37.661751,10056900
2006-03-03,56.820000,57.439999,56.669998,56.970001,37.635330,9471600
2006-03-06,56.750000,56.860001,55.810001,55.849998,36.895435,9684300
2006-03-07,55.849998,55.939999,54.950001,55.320000,36.545319,10783000
2006-03-08,55.320000,55.630001,54.150002,55.119999,36.413189,14190200
2006-03-09,55.470001,55.599998,54.450001,54.450001,35.970581,11726300
2006-03-10,54.150002,54.599998,53.759998,54.080002,35.726162,11114000
2006-03-13,54.529999,55.380001,54.259998,55.180000,36.452839,10585600
2006-03-14,55.200001,56.470001,55.029999,56.349998,37.225750,10098600
2006-03-15,56.500000,56.599998,55.680000,56.500000,37.324848,8740200
2006-03-16,56.509998,58.029999,56.279999,57.740002,38.144009,11252700
2006-03-17,57.980000,58.040001,57.020000,57.180000,37.774067,9385900
2006-03-20,57.000000,57.430000,56.650002,56.750000,37.489998,6876200
2006-03-21,56.599998,57.099998,56.150002,56.570000,37.371078,6231400
2006-03-22,56.419998,57.240002,56.250000,56.490002,37.318237,6398400
2006-03-23,56.660000,56.869999,56.200001,56.630001,37.410732,7381200
2006-03-24,56.700001,57.799999,56.650002,57.570000,38.031700,9533000
2006-03-27,57.849998,58.419998,57.330002,58.209999,38.454498,7296100
2006-03-28,58.410000,58.869999,57.820000,57.860001,38.223278,8749800
2006-03-29,57.549999,58.830002,57.549999,58.630001,38.731945,7322100
2006-03-30,58.750000,59.290001,58.400002,58.509998,38.652668,6748300
2006-03-31,58.259998,58.419998,57.660000,57.970001,38.295959,7363200
2006-04-03,58.349998,59.200001,58.230000,58.340000,38.540375,6919400
2006-04-04,58.349998,59.150002,58.060001,58.910000,38.916927,5795800
2006-04-05,58.910000,59.509998,58.610001,59.500000,39.306702,6873800
2006-04-06,59.650002,59.840000,58.959999,59.410000,39.247234,5212200
2006-04-07,59.680000,59.689999,58.389999,58.650002,38.745167,6880500
2006-04-10,59.139999,59.820000,59.110001,59.720001,39.452034,7380200
2006-04-11,59.900002,60.529999,59.279999,59.459999,39.280262,7476800
2006-04-12,59.209999,59.759998,58.450001,58.669998,38.758381,7136800
2006-04-13,58.400002,58.950001,58.000000,58.779999,38.831051,5250200
2006-04-17,59.180000,59.480000,59.000000,59.320000,39.187775,5121900
2006-04-18,59.849998,60.959999,59.849998,60.869999,40.211723,9218000
2006-04-19,60.490002,61.430000,60.110001,61.009998,40.304218,8220700
2006-04-20,60.700001,60.930000,59.389999,60.029999,39.656811,8970100
2006-04-21,60.470001,61.509998,60.110001,61.480000,40.614716,10951000
2006-04-24,61.570000,61.689999,60.770000,60.990002,40.291016,11450400
2006-04-25,61.389999,61.939999,60.060001,60.410000,39.907845,9434400
2006-04-26,60.430000,61.790001,60.000000,60.220001,39.782333,11277400
2006-04-27,59.650002,60.980000,58.700001,59.980000,39.623791,9758600
2006-04-28,60.500000,61.389999,60.400002,61.020000,40.310833,8885500
2006-05-01,61.619999,62.000000,61.110001,61.169998,40.409912,7225800
2006-05-02,61.570000,62.950001,61.389999,62.799999,41.486732,8404900
2006-05-03,62.740002,62.740002,61.419998,61.900002,40.892178,8684100
2006-05-04,61.599998,62.450001,61.049999,62.000000,40.958237,9835300
2006-05-05,62.480000,62.900002,61.980000,62.349998,41.189445,8666800
2006-05-08,62.000000,62.349998,61.279999,62.009998,40.964840,6501300
2006-05-09,61.959999,63.180000,61.889999,62.860001,41.526360,15199900
2006-05-10,62.810001,62.959999,62.119999,62.880001,41.539574,10326500
2006-05-11,63.189999,63.650002,62.500000,62.709999,41.427277,12982200
2006-05-12,62.750000,62.810001,61.169998,61.380001,40.548653,12274500
2006-05-15,60.410000,61.599998,59.959999,60.560001,40.006947,12016800
2006-05-16,60.799999,61.820000,60.450001,61.020000,40.310833,9440100
2006-05-17,60.020000,60.930000,58.279999,58.939999,39.271412,11008500
2006-05-18,58.939999,59.650002,58.700001,58.700001,39.111500,8819400
2006-05-19,58.709999,59.299999,57.430000,58.470001,38.958256,11406800
2006-05-22,58.000000,58.750000,57.020000,58.220001,38.791672,10186800
2006-05-23,58.970001,59.599998,57.950001,58.099998,38.711720,8480700
2006-05-24,57.840000,58.509998,56.630001,57.599998,38.378571,13293100
2006-05-25,58.450001,59.740002,58.029999,59.490002,39.637878,11080200
2006-05-26,59.599998,59.930000,59.209999,59.830002,39.864418,5325600
2006-05-30,60.000000,60.080002,58.410000,58.450001,38.944923,7821700
2006-05-31,58.470001,59.830002,58.470001,59.790001,39.837769,12303800
2006-06-01,59.669998,60.200001,59.060001,59.980000,39.964348,11501600
2006-06-02,60.410000,60.849998,59.830002,60.750000,40.477413,11399900
2006-06-05,61.259998,61.290001,59.320000,59.349998,39.544590,8690000
2006-06-06,59.360001,59.720001,58.500000,58.930000,39.264755,10554600
2006-06-07,58.709999,59.709999,57.160000,57.169998,38.092064,13807800
2006-06-08,56.770000,58.000000,55.410000,57.860001,38.551819,15265800
2006-06-09,57.959999,58.320000,57.320000,57.529999,38.331928,12866100
2006-06-12,57.880001,58.410000,57.299999,57.590000,38.371914,10809600
